SITEID,count,UNDERAGE1,UNDERAGE2,IL,TITLE,lng,lat
50011010000009,1018,0,4,0,重庆****心网吧,106.932106,28.9551
50011010000010,0,0,0,0,重庆****剑网吧,106.932557,28.966596
50011010000011,0,0,0,0,重庆****逸网吧,106.939874,28.950776
50011010000012,713,5,1,1,重庆****梅网吧,106.84667,28.869577
50011010000013,0,0,0,0,重庆****三网吧,106.889191,28.948494
50011010000015,0,0,0,0,重庆****星网吧,106.933681,28.962879
50011010000016,4211,16,30,1,重庆****静网吧,106.936968,28.961469
50011010000017,0,0,0,0,重庆****网城),106.936486,28.957106
50011010000020,2232,20,1,1,重庆****兰网吧,106.931089,28.967182
50011010000021,3404,69,12,1,重庆****来网吧,106.923721,28.916489
50011010000023,0,0,0,0,重庆****珠网吧,106.82041,28.821642
50011010000024,0,0,0,0,重庆****云网吧,106.889211,28.950105
50011010000025,1782,10,85,1,重庆****安网吧,106.939157,28.95077
50011010000028,0,0,0,0,重庆****秋网吧,106.788929,28.837951
50011010000029,3888,246,2,1,重庆****旭网吧,106.93462,28.959037
50011010000031,0,0,0,0,重庆****创网吧,106.931089,28.967182
50023810000014,157,0,0,0,巫溪****谐网吧,109.454833,31.334239
50023810000015,0,0,0,0,巫溪****网络）,108.906307,31.438331
50023810000017,1956,0,0,0,巫溪****网城）,109.624016,31.397786
50023810000018,609,0,38,1,巫溪****空网吧,109.527686,31.404599
50023810000019,0,0,0,0,巫溪****络会所,109.625602,31.398388
50023810000020,323,0,0,0,巫溪****越网吧,109.494373,31.322965
50023810000030,295,0,0,0,凤凰****络会所,109.527686,31.404599
50023810000036,1035,0,0,0,巫溪****远网吧,109.627286,31.396864
50024010000001,1336,0,5,0,石柱****山网吧,108.121469,30.002333
50024010000002,0,0,0,0,石柱****心网吧,108.12285,29.995137
50024010000003,1271,0,6,0,石柱****云网吧,108.134232,29.99976
50024010000004,0,0,0,0,石柱****字网吧,108.12355,30.005641
50024010000005,580,0,44,1,石柱****远网吧,108.117375,30.006673
50024010000006,2567,0,4,0,石柱****情深）,108.118201,29.999393
50024010000007,5,0,0,0,石柱****网吧),108.30489,30.099637
50024010000008,2953,0,6,0,石柱****越网吧,106.508537,29.788827
50024010000009,2638,0,12,0,石柱****常网吧,108.206335,30.429489
50024010000010,2389,0,13,0,石柱****桐网吧,108.12285,29.995137
50024010000011,773,0,0,0,石柱****恒网吧,108.400029,30.248301
50024010000012,460,0,0,0,石柱****天网吧,108.229161,30.417776
50024010000013,0,0,0,0,石柱****运网吧,108.220896,30.405369
50024010000014,0,0,0,0,石柱****兴网吧,108.220896,30.405369
50024010000015,0,0,0,0,石柱****语网吧,108.063046,29.939167
50024110000001,0,0,0,0,秀山****网吧）,108.889717,28.526868
50024110000002,1899,0,2,0,秀山****网吧）,108.999317,28.450123
50024110000003,1831,0,6,0,秀山****网吧）,109.011264,28.450394
50024210000022,447,0,0,0,酉阳****居网吧,108.775807,28.850708
50024210000023,6,0,0,0,酉阳****热网吧,108.773882,28.861544
50024210000011,63,0,0,0,酉阳****络会所,108.59949,28.734957
50024210000025,830,0,4,0,酉阳****潮网吧,108.782492,28.856721
50024210000026,0,0,0,0,酉阳****络会所,108.775258,28.846984
50024210000027,3340,0,16,0,酉阳****光网吧,108.773882,28.861544
50024210000028,145,0,0,0,酉阳****络会所,108.908922,28.551102
50022510000009,736,0,0,0,重庆****顺网吧,105.771859,29.567287
50024210000030,366,0,0,0,酉阳****闲网吧,108.820463,28.752601
50024210000035,0,0,0,0,酉阳****络会所,108.777258,28.854602
50024210000036,2457,0,57,1,酉阳****络会所,108.979877,28.767145
50024210000039,0,0,0,0,酉阳****络会所,108.972821,28.767484
50024210000041,894,0,16,0,酉阳****缘网吧,108.969308,28.786409
50023510000047,2292,9,18,1,云阳****闲会所,108.708215,30.946022
50023610000002,2650,53,8,1,奉节****线网吧,109.387707,31.03213
50023610000003,3736,118,16,1,奉节****哥网城,109.472129,31.025764
50023610000004,0,0,0,0,奉节****语网吧,109.31576,30.918495
50023610000005,1564,0,0,0,奉节****光网吧,109.456334,30.662406
50023610000006,3303,49,4,1,奉节****来网吧,109.4728,31.027992
50023610000007,3745,6,71,1,奉节****丫网吧,109.466574,31.025882
50023610000008,0,0,0,0,奉节****)网吧,109.511572,31.042147
50023610000010,1004,0,0,0,奉节****洲网吧,109.359889,31.166767
50023610000011,4691,7,59,1,奉节****俱乐部,109.473815,31.028225
50023610000012,2836,0,49,1,奉节****乐网吧,106.524153,29.514934
50023610000013,12314,6,6,1,奉节****）网吧,109.476341,31.026758
50023610000014,5206,5,81,1,奉节****乐网吧,109.473815,31.028225
50023610000015,1290,3,0,1,奉节****浪网吧,109.469671,31.022305
50023610000016,0,0,0,0,奉节****林网吧,109.469671,31.022305
50023610000017,142,2,2,1,奉节****乐网吧,109.445196,31.112613
50023610000018,3035,62,22,1,奉节****儿网吧,109.479885,31.026976
50023610000019,5120,70,19,1,奉节****林网吧,109.473523,31.02883
50023610000020,1300,0,3,0,奉节****王网吧,109.635202,31.094116
50023610000021,1980,4,6,1,奉节****洋网吧,109.472569,31.0277
50024210000032,3465,0,33,1,酉阳****亚网咖,108.77523,28.848774
50023610000024,535,1,1,1,奉节****腾网吧,109.556092,31.049987
50023610000025,0,0,0,0,奉节****）网吧,109.466561,31.02796
50023610000027,2191,0,0,0,奉节****斯网吧,109.560897,31.049221
50023610000028,1316,4,4,1,奉节****空网吧,109.473523,31.02883
50023610000029,622,2,0,1,奉节****潮网吧,109.480859,30.908215
50023610000030,3097,10,3,1,奉节****蓉网吧,109.477471,31.029902
50023610000031,0,0,0,0,奉节****615,109.482156,31.026544
50010610009055,9766,0,16,0,沙坪****街网吧,106.488439,29.547669
50023610000033,2935,79,29,1,奉节****辉网吧,109.466091,31.025431
50023610000034,2788,3,8,1,奉节****梦网吧,109.387707,31.03213
50023610000035,1741,11,10,1,奉节****骋网吧,109.469671,31.022305
50023610000036,2959,16,8,1,奉节****鹄网吧,109.466322,31.027116
50023610000038,175,4,0,1,奉节****）网吧,109.209372,31.130958
50023610000039,3857,0,21,1,奉节****宏网吧,109.555663,31.05022
50023610000041,2641,24,5,1,奉节****点网吧,109.471779,31.022907
50023610000042,451,0,0,0,奉节****浪网吧,109.209532,31.130987
50023610000043,0,0,0,0,奉节****友网吧,109.399557,31.030913
50023610000044,4018,6,17,1,奉节****鹏网吧,109.470416,31.022757
50023610000045,417,0,2,0,奉节****)网吧,109.264507,31.306139
50023610000046,3631,0,10,0,奉节****进网吧,109.464686,31.030481
50023610000047,2583,108,36,1,奉节****球网城,109.471118,31.02599
50023610000048,1415,20,7,1,奉节****帝网吧,109.599788,31.064019
50023610000049,5641,3,40,1,奉节****）网吧,109.473523,31.02883
50023610000052,0,0,0,0,奉节****哥网吧,109.445196,31.112613
50023610000053,0,0,0,0,奉节****来网吧,109.122367,31.241217
50023610000054,1271,1,13,1,奉节****)网城,109.466322,31.027116
50023610000055,0,0,0,0,奉节****网网吧,109.381495,31.030192
50023610000056,185,11,6,1,奉节****坛网吧,109.188426,30.895645
50023610000059,1051,0,0,0,奉节****龙网吧,109.209532,31.130987
50023610000061,1872,2,0,1,奉节****和网吧,109.47869,31.025104
50023610000062,3089,0,41,1,奉节****民网吧,109.355667,30.958553
50023610000063,338,1,0,1,奉节****会所）,109.355667,30.958553
50023610000064,3722,0,14,0,奉节****玉网吧,109.168938,30.718041
50023610000066,1777,0,38,1,奉节****正网吧,109.168938,30.718041
50023610000068,366,0,20,0,奉节****空网吧,109.475404,31.026418
50023610000088,1731,4,1,1,奉节****人网吧,109.469671,31.022305
50023710000001,138,0,0,0,巫山****越网吧,109.733112,31.227247
50023710000002,0,0,0,0,巫山****河网吧,110.047258,30.938914
50023710000003,1370,0,0,0,巫山****月网吧,109.661195,30.869045
50023710000004,0,0,0,0,巫山****谷网吧,109.886831,31.081118
50023710000005,0,0,0,0,巫山****通网吧,109.886831,31.081118
50023710000006,441,0,2,0,巫山****新网吧,109.885693,31.078771
50023710000007,0,0,0,0,巫山****迹网吧,109.887178,31.080313
50023710000008,238,0,0,0,巫山****晶网吧,109.904229,31.098991
50023710000010,912,0,3,0,巫山****典网吧,109.872797,31.081013
50023710000011,0,0,0,0,巫山****市网吧,109.661195,30.869045
50023710000012,0,0,0,0,巫山****点网吧,109.886831,31.081118
50023410000016,881,0,5,0,开县****蚁网吧,108.416661,31.172267
50023410000017,49,0,0,0,开县****深网吧,108.479353,31.418198
50023410000018,2668,0,11,0,开县****网吧),108.403407,31.176204
50023410000019,62,0,0,0,开县****红网吧,108.430571,31.09397
50023410000020,0,0,0,0,开县****络驿站,108.419111,31.17946
50023410000021,1592,0,10,0,开县****络会所,106.553728,29.564986
50023410000022,1467,0,4,0,开县****下网吧,108.386637,31.169003
50023410000023,1006,0,1,0,开县****络会所,108.405624,31.176685
50023410000024,1154,0,23,1,开县****林网吧,108.420423,31.172581
50023410000025,3707,0,4,0,开县****帝网城,108.406205,31.175735
50023410000026,0,0,0,0,开县****翔网吧,108.422738,31.175598
50023410000027,800,0,1,0,开县****河网城,108.416913,31.17338
50023410000028,1784,0,4,0,开县****众网吧,108.410152,31.178762
50023410000029,140,0,0,0,开县****都网吧,108.434558,31.088633
50023410000030,1349,0,2,0,开县****络驿站,108.399416,31.169925
50023410000031,2082,0,3,0,开县****络会所,108.425992,31.192891
50023410000032,4164,0,6,0,开县****络会所,108.398039,31.171898
50023410000033,611,0,1,0,开县****游网吧,108.317346,31.00449
50023410000034,0,0,0,0,开县****州网城,108.407348,31.173798
50023410000035,4061,0,6,0,开县****缘网吧,108.227808,31.106165
50023410000036,1137,0,1,0,开县****园网吧,108.232497,31.106867
50023410000037,1267,0,3,0,开县****怡网吧,108.387183,31.166627
50023410000038,6,0,0,0,开县****智网吧,108.178635,30.91644
50023410000039,33,0,0,0,开县****友网吧,108.306312,31.34941
50023410000040,1787,0,2,0,开县****络驿站,108.410844,31.177003
50023410000041,14,0,0,0,开县****圣网吧,108.466574,31.273981
50023410000042,0,0,0,0,开县****络会所,108.411757,31.17559
50023410000043,0,0,0,0,开县****空网城,108.406019,31.172868
50023410000044,44,0,0,0,开县****亮网吧,108.142642,31.045469
50023410000045,361,0,0,0,开县****鹰网吧,108.144109,31.180584
50023410000046,3331,0,2,0,开县****章网城,108.420039,31.177898
50023410000047,0,0,0,0,开县****语网吧,108.527485,31.369928
50023410000048,0,0,0,0,开县****威网吧,108.408014,31.174784
50023410000049,2077,0,3,0,开县****都网络,108.406019,31.172868
50023410000051,375,0,29,1,开县****络会所,108.399416,31.169925
50023410000052,131,0,0,0,开县****新网吧,108.131499,31.042715
50023410000053,129,0,0,0,开县****点网吧,108.178635,30.91644
50023410000054,3275,0,14,0,开县****觉网吧,108.232497,31.106867
50023410000055,1352,0,0,0, 开****代网吧,108.398039,31.171898
50023410000056,79,0,0,0,开县****代网吧,108.141305,31.182465
50023410000058,1474,0,0,0,开县****络会所,108.423273,31.174454
50023410000059,71,0,0,0,开县****洋网吧,108.490966,31.299921
50023410000060,345,0,0,0,开县****络会所,108.38926,31.277101
50023410000061,86,0,0,0, 开****弟网吧,108.474019,31.269654
50023410000062,0,0,0,0,开县****络会所,108.098074,31.087697
50023410000063,38,0,4,0,开县****风网吧,108.531477,31.373445
50023410000064,12,0,0,0, 开****友网吧,108.534156,31.372755
50023410000065,1401,0,1,0,开县****络会所,108.38926,31.277101
50023410000066,1289,0,0,0,开县****络驿站,108.385527,31.164544
50023410000067,159,0,4,0,开县****知网吧,108.451767,31.513256
50023410000068,0,0,0,0,开县****旗舰店,108.416661,31.172267
50023410000069,0,0,0,0,开县****络会所,108.378197,31.16599
50023410000070,2337,0,1,0,开县****鸟网吧,108.232497,31.106867
50023410000071,42,0,2,0,开县****星网吧,108.493151,31.298713
50023410000072,196,0,0,0,开县****橙网吧,108.317346,31.00449
50023510000001,1350,9,3,1,云阳****汇网吧,108.704301,30.935014
50023510000002,2402,104,9,1,云阳****通网吧,108.692919,30.943214
50023510000003,652,0,0,0,云阳****缘网吧,108.877858,30.809711
50023510000004,1691,123,2,1,云阳****卓网吧,108.716771,30.92739
50023510000005,177,20,0,1,云阳****心网吧,108.710927,30.934629
50023510000006,186,0,0,0,云阳****春雅园,108.943631,31.162626
50023510000007,1504,109,0,1,云阳****闲网吧,108.70671,30.935851
50023510000008,316,0,0,0,云阳****络会所,108.691031,30.947
50023510000009,394,0,0,0,云阳****动网吧,108.715983,30.927924
50023510000010,2669,100,0,1,云阳****青网吧,108.701053,30.938195
50023510000011,0,0,0,0,云阳****闲会所,108.863186,31.042409
50023510000012,2452,77,2,1,云阳****闲会所,108.722512,30.927094
50023510000013,1280,8,0,1,云阳****网吧 ,108.709259,30.935958
50023510000014,2138,82,5,1,云阳****藤网吧,108.693378,30.942614
50023510000015,630,10,0,1,云阳****群网吧,108.696568,30.941762
50023510000016,824,0,1,0,云阳****谷网吧,108.705143,30.935029
50023510000019,370,2,1,1,云阳****风网吧,108.701703,30.940342
50023510000020,214,0,0,0,云阳****星网吧,108.864066,31.13357
50023510000021,0,0,0,0,云阳****强网吧,108.7185,30.928611
50023510000022,283,4,0,1,云阳****园网吧,108.718553,30.928587
50023510000023,2022,9,5,1,云阳****络会所,108.725915,30.933241
50023510000024,140,0,0,0,云阳****深网吧,109.088539,30.945539
50023510000025,1248,7,0,1,云阳****闲会所,108.712898,30.932253
50023510000026,117,0,1,0,云阳****络会所,108.712472,30.937597
50023510000027,786,9,13,1,云阳****亮网吧,108.705868,30.937878
50023510000029,1133,37,0,1,云阳****闲会所,108.709773,30.932367
50023510000030,986,25,8,1,云阳****闲会所,108.692661,30.94398
50023510000031,633,2,0,1,云阳****缘网吧,108.717899,30.928199
50023510000032,882,5,62,1,云阳****游网吧,108.714396,30.934698
50023510000033,567,23,0,1,云阳****雨网吧,108.697024,30.947329
50023510000034,1222,0,56,1,云阳****力网吧,108.721198,30.910404
50023510000035,251,13,2,1,云阳****约网吧,108.719618,30.911364
50023510000037,0,0,0,0,云阳****了网吧,108.757755,30.874644
50023510000038,117,0,0,0,云阳****缘网吧,108.826731,31.121082
50023510000039,1253,7,6,1,云阳****荣网吧,108.803318,31.227846
50023510000040,113,0,1,0,云阳****发网吧,108.803318,31.227846
50023510000041,386,0,1,0,云阳****宁网吧,109.032497,30.989363
50023510000042,161,0,15,0,云阳****君网吧,108.894217,31.339293
50023510000043,0,0,0,0,云阳****欣网吧,108.985596,31.190672
50023510000044,597,141,0,1,云阳****众网吧,108.687885,31.101481
50023510000046,421,23,1,1,云阳****头网吧,108.515747,31.039454
50011110000005,5523,0,43,1,重庆****格网吧,105.770641,29.491991
50011110000006,2201,0,11,0,重庆****乐网吧,105.773822,29.493307
50011110000008,0,0,0,0,重庆****桐网吧,105.777309,29.492614
50011110000010,0,0,0,0,重庆****翔网吧,105.776036,29.492694
50011510000037,0,0,0,0,长寿****雅网吧,107.072818,29.83063
50011510000038,0,0,0,0,长寿****迪网吧,107.0868,29.844991
50011510000039,0,0,0,0,长寿****尚网吧,107.076019,29.834686
50011510000041,0,0,0,0,长寿****宇网吧,107.074279,29.837124
50011510000043,4327,0,20,0,长寿****宾网吧,107.076542,29.834755
50011510000044,0,0,0,0,长寿****龙网吧,107.07961,29.834559
50011510000045,0,0,0,0,长寿****岸网吧,107.088364,29.851989
50011510000046,0,0,0,0,长寿****宇网吧,107.012149,29.827057
50011510000048,0,0,0,0,长寿****人网吧,107.00916,29.829088
50011510000049,0,0,0,0,长寿****下网吧,107.081382,29.837146
50011510000050,4929,0,43,1,长寿****兴网吧,107.146615,29.960491
50011510000051,378,0,1,0,长寿****泰网吧,107.025646,29.805583
50011510000053,0,0,0,0,长寿****风网吧,107.016077,29.826432
50011510000054,0,0,0,0,长寿****飞网吧,107.146615,29.960491
50011510000055,0,0,0,0,长寿****点网吧,107.00622,29.82899
50011510000057,0,0,0,0,长寿****生网吧,107.02836,29.806114
50011510000059,0,0,0,0,长寿****胜网吧,107.076908,29.840929
50011510000062,0,0,0,0,长寿****达网吧,106.964448,30.007162
50011510000065,2720,0,11,0,长寿****网吧 ,107.013306,29.826767
50011510000066,827,0,2,0,长寿****佳网吧,107.072818,29.83063
50011510000067,0,0,0,0,长寿****零网吧,107.071951,29.813109
50011410000011,1783,0,5,0,黔江****尚网吧,108.714808,29.440981
50011410000012,966,0,25,1,黔江****陵网吧,108.626114,29.576521
50011410000013,2194,0,11,0,黔江****山店),108.771648,29.535284
50011410000014,1282,0,0,0,黔江****天网吧,108.788302,29.532964
50011410000015,3212,0,11,0,黔江****胜网吧,108.786976,29.533326
50011410000016,0,0,0,0,黔江****享网吧,108.793364,29.529687
50011410000017,0,0,0,0,黔江****珠网吧,108.799431,29.527365
50011410000018,0,0,0,0,黔江****川网吧,106.568579,29.564653
50011410000019,2776,0,4,0,黔江****吧二店,108.782016,29.536166
50011410000020,0,0,0,0,黔江****镇网吧,108.780048,29.303597
50011410000021,0,0,0,0,黔江****舞网吧,108.780048,29.303597
50011410000023,244,0,0,0,黔江****鹏网吧,108.725384,29.138751
50011410000024,28,0,0,0,黔江****江网吧,108.725384,29.138751
50011410000025,602,0,0,0,黔江****城网视,108.789004,29.393579
50011410000026,0,0,0,0,黔江****阳网吧,108.821124,29.509925
50011410000027,1677,0,0,0,黔江****点网吧,108.714808,29.440981
50011410000028,0,0,0,0,黔江****鹏网吧,108.838583,29.540196
50011410000029,0,0,0,0,黔江****畅网吧,108.698112,29.395215
50011410000030,0,0,0,0,黔江****友网吧,108.673375,29.331908
50011410000031,0,0,0,0,黔江****逸网吧,108.6117,29.772275
50011410000032,0,0,0,0,黔江****习网吧,108.837753,29.419157
50011410000033,220,0,0,0,黔江****家网吧,108.583768,29.499417
50011410000034,7,0,0,0,黔江****莲网吧,108.714808,29.440981
50011410000035,95,0,0,0,黔江****达网吧,108.862894,29.287183
50011410000036,0,0,0,0,黔江****洋网吧,108.838811,29.540364
50011410000037,1812,0,3,0,黔江****创网吧,108.714808,29.440981
50011410000038,2932,0,16,0,黔江****客网吧,108.793157,29.529134
50011410000039,384,0,3,0,黔江****盛网吧,108.781271,29.305891
50011410000040,0,0,0,0,黔江****凡网吧,108.554079,29.622591
50011410000041,0,0,0,0,黔江****吧联盟,108.599969,29.142753
50011410000042,2653,0,8,0,黔江****宇网吧,108.788813,29.538414
50011410000043,3558,0,22,1,黔江****伟网吧,108.789597,29.522929
50011410000044,2474,0,3,0,黔江****汇网吧,108.805162,29.529152
50011410000045,0,0,0,0,黔江****阳网吧,108.838811,29.540364
50011410000046,1459,0,4,0,黔江****智网吧,108.714808,29.440981
50011410000047,5299,0,24,1,黔江****祥龙店,108.792209,29.529949
50011510000001,481,0,4,0,长寿****座网吧,106.854453,29.857708
50011510000002,0,0,0,0,长寿****宇网吧,107.078747,29.840349
50011510000003,3662,0,30,1,长寿****邸网吧,107.08096,29.837023
50011510000004,3687,0,36,1,长寿****蒙网吧,107.084188,29.84574
50011510000005,492,0,0,0,长寿****科网吧,107.071951,29.813109
50011510000006,0,0,0,0,长寿****星网吧,107.080023,29.836342
50011510000007,0,0,0,0,长寿****颗网吧,107.034373,29.904693
50011510000008,2358,0,24,1,长寿****枸网吧,107.08096,29.837023
50011510000009,4007,0,22,1,长寿****桃花店,107.091232,29.864831
50011510000010,0,0,0,0,长寿****义网吧,107.146615,29.960491
50011510000011,2768,0,24,1,长寿****雪网吧,107.112001,29.962181
50011510000012,0,0,0,0,长寿****思网吧,107.22531,29.896782
50011510000013,1878,0,21,1,长寿****兴网吧,107.093609,29.862697
50011510000015,0,0,0,0,长寿****雨网吧,107.216493,29.962748
50011510000016,0,0,0,0,长寿****红网吧,107.193549,30.019864
50011510000018,806,0,4,0,长寿****琪网吧,107.216234,29.961359
50011510000019,385,0,0,0,长寿****草网吧,107.21602,30.140511
50011510000020,0,0,0,0,长寿****击网吧,107.072818,29.83063
50011510000021,0,0,0,0,长寿****卡网吧,107.074084,29.842936
50011510000022,1657,0,4,0,长寿****舟网吧,107.088579,29.88177
50011510000023,0,0,0,0,长寿****吧网吧,107.008048,29.8288
50011510000024,863,0,29,1,长寿****谷网吧,106.854453,29.857708
50011510000026,0,0,0,0,长寿****涛网吧,107.07961,29.834559
50011510000027,0,0,0,0,长寿****龙网吧,107.216493,29.962748
50011510000028,0,0,0,0,长寿****家网吧,107.006913,29.828382
50010110000159,3101,7,5,1,万州****侠网吧,108.384557,30.817114
50010110000160,1656,5,0,1,万州****兴网吧,108.370262,30.821808
50010110000161,3649,51,1,1,万州****潭网吧,108.413439,30.710054
50010110000162,2191,89,5,1,万州****全网吧,108.394619,30.761707
50010110000163,4593,102,1,1,万州****源网吧,108.38322,30.756913
50010110000164,0,0,0,0,万州****馨网吧,106.464396,29.494215
50010110000165,1617,275,0,1,万州****国网吧,108.385472,30.758751
50010110000166,2887,3,13,1,万州****城网吧,108.383627,30.819685
50010110000167,6201,311,0,1,万州****胜网吧,108.379217,30.787324
50010110000168,1609,2,26,1,万州****微网吧,108.41594,30.772747
50010110000169,2546,1,0,1,万州****煌网吧,108.378739,30.807855
50010110000170,0,0,0,0,万州****河网吧,108.389538,30.81337
50010110000171,0,0,0,0,万州****森网吧,108.380871,30.871942
50010110000172,2829,0,0,0,万州****苑网吧,108.36585,30.859988
50010110000173,940,22,1,1,万州****灵网吧,108.417055,30.770688
50010110000174,4096,0,12,0,万州****煌巢）,108.401842,30.831607
50010110000175,0,0,0,0,万州****龙网吧,106.464396,29.494215
50010110000176,1694,152,0,1,万州****塬网吧,106.464396,29.494215
50010110000177,1873,1,0,1,万州****晟网吧,108.384352,30.832413
50010110000178,7938,0,20,0,万州****实网吧,108.379234,30.831181
50010110000179,1153,0,0,0,万州****魂网吧,108.35928,30.831249
50010110000180,1298,115,1,1,万州****悦网吧,108.395296,30.761877
50010110000181,1540,53,0,1,万州****韵网吧,108.372343,30.858172
50010110000182,1400,42,11,1,万州****熳网吧,108.417639,30.769662
50010110000183,0,0,0,0,万州****之行）,108.024606,30.776341
50010110000184,962,73,4,1,万州****城网吧,108.398667,30.765968
50010110000185,0,0,0,0,万州****A城),108.387313,30.802945
50010110000186,7170,351,5,1,万州****网吧 ,108.38322,30.756913
50010110000187,1317,82,3,1,万州****作网吧,108.358625,30.715145
50010110000188,1876,0,2,0,万州****言网吧,108.918353,28.404439
50010110000189,1437,35,1,1,万州****色网吧,108.378739,30.807855
50010110000190,1464,3,6,1,万州****者网吧,108.397705,30.833597
50010110000191,1370,2,4,1,万州****才网吧,108.384708,30.804742
50010110000192,3604,0,11,0,万州****度网吧,108.376415,30.851903
50010110000193,0,0,0,0,万州****网城）,108.447041,30.76651
50010110000011,0,0,0,0,万州****来网吧,106.464396,29.494215
50010110000012,1277,0,0,0,万州****曦网吧,108.387882,30.809576
50010110000013,3159,2,4,1,万州****星网吧,108.401573,30.76114
50010110000014,0,0,0,0,万州****觉网吧,108.424149,30.686028
50010110000015,4785,29,33,1,万州****月网吧,108.377113,30.82251
50010110000016,2411,6,3,1,万州****A城),108.450365,30.770759
50010110000017,2087,4,7,1,万州****情网吧,108.38948,30.813586
50010110000019,3679,0,28,1,万州****云网吧,108.389864,30.802786
50010110000020,1415,42,6,1,万州****安网吧,108.661564,30.806487
50010110000021,0,0,0,0,万州****铛网吧,106.464396,29.494215
50010110000022,1443,0,0,0,万州****欧网吧,108.386063,30.813202
50010110000023,0,0,0,0,万州****B城),108.451608,30.76974
50010110000024,163,0,0,0,万州****阳网吧,108.262007,30.510423
50010110000026,2478,3,23,1,万州****散网吧,108.397109,30.830695
50010110000027,0,0,0,0,万州****B城),108.389864,30.802786
50010110000028,2523,49,2,1,万州****离网吧,108.378859,30.848859
50010110000029,3159,39,3,1,万州****站网吧,108.38733,30.808314
50010110000001,1652,49,0,1,万州****吉祥）,108.388513,30.815766
50010110000030,1526,13,0,1,万州****吉网吧,108.394295,30.829173
50010110000031,995,6,3,1,万州****宇网吧,108.377629,30.850137
50010110000032,2666,2,35,1,万州****涛网吧,108.412526,30.838402
50010110000033,3317,6,12,1,万州****网吧),108.415,30.839271
50010110000034,0,0,0,0,万州****车网吧,107.969008,30.806811
50010110000035,0,0,0,0,万州****驰网吧,106.464396,29.494215
50010110000036,284,0,7,0,万州****神网吧,108.387901,30.816055
50010110000037,0,0,0,0,万州****都网吧,108.383684,30.819846
50010110000038,0,0,0,0,万州****F城),108.465256,30.782344
50010110000039,0,0,0,0,万州****维安),108.387313,30.802945
50010110000040,2031,0,0,0,万州****手指),108.377045,30.851604
50010110000041,1644,5,3,1,万州****涵网吧,108.416894,30.77066
50010110000042,4570,8,2,1,万州****A城),108.70671,30.935851
50010110000043,852,0,0,0,万州****化网吧,108.289752,30.672901
50010110000044,3280,3,6,1,万州****休闲）,108.401989,30.761491
50010110000045,10,0,0,0,万州****下网吧,108.396194,30.781311
50010110000046,3085,68,7,1,万州****林网吧,108.416384,30.769594
50010110000047,389,0,1,0,万州****村网吧,108.413439,30.710054
50010110000048,2115,165,1,1,万州****网吧）,108.413439,30.710054
50010110000049,1,0,0,0,万州****月网吧,108.162739,30.768204
50010110000050,0,0,0,0,万州****华网吧,108.398586,30.789703
50010110000051,0,0,0,0,万州****源网吧,109.007886,28.444507
50010110000052,4455,241,5,1,万州****源网吧,108.375376,30.820424
50010110000053,1027,8,3,1,万州****站网吧,108.623132,30.819623
50010110000054,0,0,0,0,万州****星网吧,108.455265,30.761334
50010110000055,1983,5,2,1,万州****雪网吧,108.389228,30.809835
50010110000056,0,0,0,0,万州****莲网吧,108.398586,30.789703
50010110000057,2670,0,11,0,万州****新闻）,108.424149,30.686028
50010110000058,3034,10,5,1,万州****归网吧,108.396234,30.781653
50010110000059,5081,0,9,0,万州****桥网吧,108.416804,30.77086
50010110000060,1565,0,3,0,万州****阳网吧,108.386922,30.814504
50010110000061,564,3,1,1,万州****云网吧,108.378427,30.807923
50010110000062,0,0,0,0,万州****火网吧,106.464396,29.494215
50010110000064,0,0,0,0,万州****网吧),108.382229,30.820494
50010110000065,0,0,0,0,万州****源网吧,108.377839,30.876154
50010110000066,0,0,0,0,万州****G城）,106.488292,29.478548
50010110000067,922,0,0,0,万州****航网吧,108.495991,30.773141
50010110000068,1793,36,2,1,万州****韵网吧,108.401989,30.761491
50010110000069,0,0,0,0,万州****道网吧,108.465256,30.782344
50010110000071,0,0,0,0,万州****琪网吧,106.464396,29.494215
50010110000072,2570,0,16,0,万州****路网吧,108.093363,30.723646
50010110000073,3129,0,9,0,万州****功网吧,108.273553,30.820141
50010110000074,0,0,0,0,万州****飞网吧,108.398586,30.789703
50010110000076,491,0,1,0,万州****文网吧,108.615955,30.663515
50010110000078,0,0,0,0,万州****海网吧,106.464396,29.494215
50010110000079,0,0,0,0,万州****峰网吧,108.382387,30.757214
50010110000080,1578,2,3,1,万州****指网吧,108.383614,30.815837
50010110000081,0,0,0,0,万州****风网吧,108.384838,30.81573
50023510000018,683,38,0,1,云阳****人网吧,108.706097,30.934393
50010810000140,8612,0,4,0,南岸****3网吧,106.570321,29.534425
50011810000145,4963,0,10,0,亚联****凰网吧,105.937257,29.324127
50011810000108,1387,0,10,0,重庆****横网吧,105.92183,29.362323
50011810000109,0,0,0,0,重庆****路网吧,105.929553,29.371002
50011810000141,1149,0,0,0,永川****吧A区,105.893891,29.371944
50022810000040,325,0,1,0,梁平****宏网吧,107.68932,30.662861
50022810000041,712,0,0,0,梁平****宛网吧,107.778395,30.667801
50022810000042,1464,0,10,0,梁平****人网吧,107.808161,30.678172
50022910001001,1935,0,0,0,城口****网网吧,108.671102,31.951178
50022910001002,765,0,1,0,城口****家网吧,108.667704,31.95027
50022910001003,3578,0,12,0,城口****日网吧,108.671102,31.951178
